LaughingCabbage	2000
LaughingCabbage	2000
LaughingCabbage	1000
LaughingCabbage	0
LaughingCabbage	176000
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	1000
LaughingCabbage	3000
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	1000
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
LaughingCabbage	0
Name	0
LaughingCabbage	13
Name	0
